,aq,cr,cv,dt,hv,lv,ncv,ov,rf
4168,528030,4.0983606,150,20020522,3815.0,3650.0,3810,3700.0,2
4169,716910,-7.3417721,-290,20020521,3910.0,3655.0,3660,3850.0,5
4170,823270,1.8041237,70,20020520,4040.0,3950.0,3950,4030.0,2
4171,534680,1.305483,50,20020517,3940.0,3840.0,3880,3840.0,2
4172,548120,-1.7948717,-70,20020516,3950.0,3825.0,3830,3950.0,5
4173,1171970,3.8615179,145,20020515,3970.0,3800.0,3900,3800.0,2
4174,582700,-0.9234828,-35,20020514,3910.0,3715.0,3755,3900.0,5
4175,476990,-0.7853403,-30,20020513,3890.0,3775.0,3790,3890.0,5
4176,1826730,2.2757697,85,20020510,3940.0,3720.0,3820,3720.0,2
4177,680680,3.75,135,20020509,3750.0,3620.0,3735,3740.0,2
4178,748460,2.1276595,75,20020508,3660.0,3550.0,3600,3550.0,2
4179,608840,-2.8925619,-105,20020507,3560.0,3505.0,3525,3560.0,5
4180,468430,-2.6809651,-100,20020506,3720.0,3630.0,3630,3680.0,5
4181,518770,-0.5333333,-20,20020503,3760.0,3620.0,3730,3760.0,5
4182,655261,4.8951048,175,20020502,3770.0,3645.0,3750,3645.0,2
4183,960730,-4.6666666,-175,20020430,3820.0,3560.0,3575,3800.0,5
4184,739670,-5.0632911,-200,20020429,4020.0,3715.0,3750,3765.0,5
4185,1179790,1.2820512,50,20020426,4030.0,3800.0,3950,3800.0,2
4186,1149260,-9.512761,-410,20020425,4300.0,3900.0,3900,4220.0,5
4187,939561,-2.0454545,-90,20020424,4520.0,4300.0,4310,4310.0,5
4188,1026928,-4.7619047,-220,20020423,4570.0,4380.0,4400,4550.0,5
4189,1494720,-1.0706638,-50,20020422,4820.0,4560.0,4620,4670.0,5
4190,1087220,-1.5806111,-75,20020419,4825.0,4630.0,4670,4740.0,5
4191,1944379,2.0430107,95,20020418,4785.0,4570.0,4745,4610.0,2
4192,1907274,7.2664359,315,20020417,4670.0,4410.0,4650,4420.0,2
4193,778590,-0.4592422,-20,20020416,4420.0,4330.0,4335,4360.0,5
4194,1209500,-1.0227272,-45,20020415,4450.0,4330.0,4355,4380.0,5
4195,800938,-1.1235955,-50,20020412,4440.0,4220.0,4400,4220.0,5
4196,1003650,2.7713625,120,20020411,4460.0,4355.0,4450,4360.0,2
4197,1437600,-5.4585152,-250,20020410,4500.0,4260.0,4330,4480.0,5
4198,2192880,-6.3394683,-310,20020409,4890.0,4555.0,4580,4810.0,5
4199,2286187,0.204918,10,20020408,5040.0,4830.0,4890,4900.0,2
4200,2480488,-1.6129032,-80,20020404,5030.0,4820.0,4880,4960.0,5
4201,2689210,-0.8,-40,20020403,5190.0,4845.0,4960,5070.0,5
4202,2659590,-0.990099,-50,20020402,5140.0,4875.0,5000,5050.0,5
4203,6027103,3.909465,190,20020401,5360.0,5010.0,5050,5060.0,2
4204,1842802,1.4613778,70,20020329,4860.0,4610.0,4860,4610.0,2
4205,4903164,5.7395143,260,20020328,4920.0,4365.0,4790,4500.0,2
4206,1324700,-1.9480519,-90,20020327,4730.0,4500.0,4530,4650.0,5
4207,1518241,-4.5454545,-220,20020326,4850.0,4550.0,4620,4840.0,5
4208,1779640,-2.0242914,-100,20020325,5150.0,4760.0,4840,5030.0,5
4209,1704459,1.9607843,95,20020322,4980.0,4805.0,4940,4810.0,2
4210,1788244,-0.1030927,-5,20020321,4925.0,4790.0,4845,4810.0,5
4211,2531840,1.0416666,50,20020320,5010.0,4800.0,4850,4900.0,2
4212,2631950,-3.4205231,-170,20020319,4980.0,4770.0,4800,4830.0,5
4213,4647422,9.2307692,420,20020318,5040.0,4720.0,4970,4800.0,2
4214,5024315,0.4415011,20,20020315,4695.0,4200.0,4550,4520.0,2
4215,11483760,-11.1764705,-570,20020314,5100.0,4340.0,4530,5100.0,5
4216,1854130,-1.9230769,-100,20020313,5430.0,5100.0,5100,5240.0,5
4217,4220290,0.0,0,20020312,5560.0,5100.0,5200,5100.0,3
4218,3377570,3.3797216,170,20020311,5290.0,4915.0,5200,5030.0,2
4219,2503620,1.4112903,70,20020308,5080.0,4820.0,5030,4960.0,2
4220,4406900,3.7656903,180,20020307,5100.0,4780.0,4960,4850.0,2
4221,1610700,-0.4166666,-20,20020306,4900.0,4720.0,4780,4830.0,5
4222,2912610,-0.621118,-30,20020305,4980.0,4690.0,4800,4850.0,5
4223,5780220,7.0953436,320,20020304,5020.0,4725.0,4830,4950.0,2
4224,5977872,8.6746987,360,20020228,4530.0,4080.0,4510,4150.0,2
4225,3250900,4.7979797,190,20020227,4150.0,3910.0,4150,3910.0,2
4226,1627330,-1.0,-40,20020226,4075.0,3875.0,3960,4050.0,5
4227,1774368,-0.7444168,-30,20020225,4130.0,4000.0,4000,4070.0,5
4228,2025543,2.0253164,80,20020222,4040.0,3820.0,4030,3890.0,2
4229,1956645,2.464332,95,20020221,3970.0,3870.0,3950,3970.0,2
4230,1237640,2.3904382,90,20020220,3855.0,3650.0,3855,3730.0,2
4231,942980,-2.7131782,-105,20020219,3950.0,3750.0,3765,3930.0,5
4232,1720753,3.2,120,20020218,3960.0,3800.0,3870,3800.0,2
4233,1011160,2.1798365,80,20020215,3835.0,3620.0,3750,3670.0,2
4234,957017,4.5584045,160,20020214,3725.0,3610.0,3670,3700.0,2
4235,496624,3.2352941,110,20020208,3540.0,3400.0,3510,3400.0,2
4236,800630,-2.4390243,-85,20020207,3610.0,3400.0,3400,3500.0,5
4237,768950,0.4322766,15,20020206,3570.0,3450.0,3485,3450.0,2
4238,876220,-0.2873563,-10,20020205,3500.0,3370.0,3470,3405.0,5
4239,622150,-2.5210084,-90,20020204,3620.0,3430.0,3480,3530.0,5
4240,701385,-1.9230769,-70,20020201,3740.0,3560.0,3570,3700.0,5
4241,1099360,-1.3550135,-50,20020131,3820.0,3630.0,3640,3800.0,5
4242,1181030,-6.1068702,-240,20020130,3820.0,3600.0,3690,3630.0,5
4243,1891870,0.7692307,30,20020129,4080.0,3890.0,3930,3890.0,2
4244,1610360,0.0,0,20020128,4000.0,3880.0,3900,4000.0,3
4245,2060771,-1.2658227,-50,20020125,4055.0,3880.0,3900,3980.0,5
4246,3360676,5.3333333,200,20020124,4025.0,3760.0,3950,3800.0,2
4247,1697000,4.4568245,160,20020123,3755.0,3520.0,3750,3560.0,2
4248,1152471,-0.2777777,-10,20020122,3675.0,3565.0,3590,3565.0,5
4249,807860,2.4182076,85,20020121,3610.0,3475.0,3600,3500.0,2
4250,864960,-2.3611111,-85,20020118,3670.0,3510.0,3515,3670.0,5
4251,1418186,-2.7027027,-100,20020117,3640.0,3450.0,3600,3575.0,5
4252,1438580,-3.8961038,-150,20020116,3900.0,3680.0,3700,3770.0,5
4253,1493490,-2.5316455,-100,20020115,4000.0,3810.0,3850,3810.0,5
4254,1978690,-2.3485784,-95,20020114,4100.0,3800.0,3950,4040.0,5
4255,7076470,-0.1234567,-5,20020111,4400.0,3990.0,4045,4000.0,5
4256,2806650,0.4962779,20,20020110,4135.0,3905.0,4050,4000.0,2
4257,2524450,3.2010243,125,20020109,4030.0,3800.0,4030,3880.0,2
4258,2066760,-4.054054,-165,20020108,4110.0,3765.0,3905,4000.0,5
4259,3745100,3.2994923,130,20020107,4165.0,3985.0,4070,4020.0,2
4260,2862407,0.1270648,5,20020104,4030.0,3800.0,3940,4000.0,2
4261,5278850,4.5152722,170,20020103,4260.0,3865.0,3935,3915.0,2
4262,1812575,4.5833333,165,20020102,3790.0,3640.0,3765,3750.0,2
4263,1778420,4.0462427,140,20011228,3700.0,3480.0,3600,3500.0,2
4264,1143850,5.9724349,195,20011227,3460.0,3280.0,3460,3315.0,2
4265,5480300,0.7716049,25,20011226,3320.0,3225.0,3265,3255.0,2
4266,796610,0.1545595,5,20011224,3340.0,3200.0,3240,3265.0,2
4267,1061170,-5.1319648,-175,20011221,3420.0,3180.0,3235,3200.0,5
4268,2526330,12.1710526,370,20011220,3420.0,3140.0,3410,3180.0,2
4269,1378590,0.0,0,20011219,3125.0,2900.0,3040,3060.0,3
4270,1161720,-7.3170731,-240,20011218,3370.0,3040.0,3040,3360.0,5
4271,1369520,-9.1412742,-330,20011217,3650.0,3280.0,3280,3600.0,5
4272,979620,-3.7333333,-140,20011214,3765.0,3610.0,3610,3650.0,5
4273,2731880,4.4568245,160,20011213,3780.0,3535.0,3750,3590.0,2
4274,1074520,0.0,0,20011212,3665.0,3525.0,3590,3560.0,3
4275,1100710,2.4251069,85,20011211,3600.0,3415.0,3590,3470.0,2
4276,1345850,-3.4435261,-125,20011210,3680.0,3505.0,3505,3630.0,5
4277,1342930,-0.2747252,-10,20011207,3690.0,3510.0,3630,3605.0,5
4278,2690790,-2.6737967,-100,20011206,3950.0,3590.0,3640,3750.0,5
4279,1929090,1.081081,40,20011205,3820.0,3675.0,3740,3730.0,2
4280,1868730,-1.8567639,-70,20011204,3940.0,3615.0,3700,3750.0,5
4281,1490290,1.2080536,45,20011203,3800.0,3540.0,3770,3725.0,2
4282,3439380,-1.9736842,-75,20011130,4000.0,3610.0,3725,3950.0,5
4283,4361500,9.5100864,330,20011129,3850.0,3420.0,3800,3470.0,2
4284,2307090,-11.4795918,-450,20011128,3910.0,3400.0,3470,3800.0,5
4285,6604020,3.2938076,125,20011127,4145.0,3680.0,3920,3980.0,2
4286,5283710,15.0,495,20011126,3795.0,3460.0,3795,3460.0,2
4287,3853250,7.8431372,240,20011123,3375.0,3065.0,3300,3065.0,2
4288,787870,1.1570247,35,20011122,3110.0,2950.0,3060,3025.0,2
4289,886300,-1.465798,-45,20011121,3080.0,2970.0,3025,3050.0,5
4290,1407940,-4.0625,-130,20011120,3250.0,3010.0,3070,3250.0,5
4291,2566040,3.2258064,100,20011119,3350.0,3120.0,3200,3130.0,2
4292,1220140,-0.6410256,-20,20011116,3160.0,3025.0,3100,3120.0,5
4293,1402620,-1.8867924,-60,20011115,3235.0,3020.0,3120,3180.0,5
4294,2362820,6.8907563,205,20011114,3240.0,2960.0,3180,2995.0,2
4295,1125490,-3.0944625,-95,20011113,3070.0,2940.0,2975,3050.0,5
4296,1580000,4.9572649,145,20011112,3070.0,2915.0,3070,3000.0,2
4297,1513830,-3.4653465,-105,20011109,3020.0,2850.0,2925,3020.0,5
4298,1926560,2.3648648,70,20011108,3050.0,2945.0,3030,3015.0,2
4299,2797410,1.5437392,45,20011107,3050.0,2945.0,2960,2950.0,2
4300,1843060,0.5172413,15,20011106,3090.0,2865.0,2915,2990.0,2
4301,3060640,0.0,0,20011105,3000.0,2810.0,2900,3000.0,3
4302,5718300,14.1732283,360,20011102,2900.0,2585.0,2900,2600.0,2
4303,4768410,13.1403118,295,20011101,2580.0,2300.0,2540,2330.0,2
4304,1243760,4.4186046,95,20011031,2330.0,2100.0,2245,2100.0,2
4305,401120,-3.8031319,-85,20011030,2210.0,2125.0,2150,2160.0,5
4306,549770,-3.6637931,-85,20011029,2340.0,2210.0,2235,2280.0,5
4307,974200,0.0,0,20011026,2415.0,2305.0,2320,2350.0,3
4308,800170,1.9780219,45,20011025,2355.0,2275.0,2320,2290.0,2
4309,429830,0.6637168,15,20011024,2300.0,2205.0,2275,2250.0,2
4310,968800,-1.9522776,-45,20011023,2380.0,2250.0,2260,2350.0,5
4311,882000,5.4919908,120,20011022,2305.0,2190.0,2305,2190.0,2
4312,574650,0.2293577,5,20011019,2215.0,2155.0,2185,2200.0,2
4313,743180,-4.1758241,-95,20011018,2260.0,2165.0,2180,2220.0,5
4314,1136660,-0.6550218,-15,20011017,2345.0,2220.0,2275,2330.0,5
4315,2123930,5.5299539,120,20011016,2385.0,2190.0,2290,2200.0,2
4316,1161540,1.4018691,30,20011015,2210.0,2105.0,2170,2140.0,2
4317,1028930,0.0,0,20011012,2200.0,2085.0,2140,2180.0,3
4318,880480,1.9047619,40,20011011,2230.0,2130.0,2140,2220.0,2
4319,765640,0.7194244,15,20011010,2160.0,2060.0,2100,2085.0,2
4320,810410,2.2058823,45,20011009,2130.0,2060.0,2085,2130.0,2
4321,1211330,-0.9708737,-20,20011008,2140.0,2000.0,2040,2060.0,5
4322,3571370,1.980198,40,20011005,2200.0,1940.0,2060,2020.0,2
4323,1948800,14.447592,255,20011004,2025.0,1845.0,2020,1900.0,2
4324,785050,2.616279,45,20010928,1770.0,1720.0,1765,1730.0,2
4325,740670,1.4749262,25,20010927,1730.0,1680.0,1720,1700.0,2
4326,595960,1.1940298,20,20010926,1735.0,1670.0,1695,1700.0,2
4327,1759370,-4.8295454,-85,20010925,1930.0,1640.0,1675,1920.0,5
4328,711930,2.3255813,40,20010924,1775.0,1680.0,1760,1750.0,2
4329,1234420,0.0,0,20010921,1730.0,1605.0,1720,1620.0,3
4330,1081590,-7.5268817,-140,20010920,1850.0,1710.0,1720,1820.0,5
4331,1381340,-1.8469656,-35,20010919,1985.0,1830.0,1860,1900.0,5
4332,1450190,14.8484848,245,20010918,1895.0,1740.0,1895,1750.0,2
4333,1833190,-13.6125654,-260,20010917,1870.0,1625.0,1650,1860.0,5
4334,1429970,-4.5,-90,20010914,2080.0,1705.0,1910,2070.0,5
4335,1572660,0.2506265,5,20010913,2075.0,1810.0,2000,1820.0,2
4336,183220,-14.9253731,-350,20010912,1995.0,1995.0,1995,1995.0,5
4337,803880,-3.4979423,-85,20010911,2475.0,2330.0,2345,2430.0,5
4338,722880,-0.8163265,-20,20010910,2430.0,2370.0,2430,2380.0,5
4339,1054190,0.0,0,20010907,2480.0,2360.0,2450,2400.0,3
4340,1192430,0.6160164,15,20010906,2530.0,2450.0,2450,2490.0,2
4341,994050,-1.8145161,-45,20010905,2470.0,2360.0,2435,2410.0,5
4342,1454420,3.3333333,80,20010904,2480.0,2315.0,2480,2410.0,2
4343,666260,-3.6144578,-90,20010903,2535.0,2365.0,2400,2430.0,5
4344,1501380,-4.2307692,-110,20010831,2640.0,2360.0,2490,2510.0,5
4345,821840,-3.7037037,-100,20010830,2665.0,2540.0,2600,2600.0,5
4346,1223020,-2.7027027,-75,20010829,2790.0,2550.0,2700,2745.0,5
4347,1101750,4.519774,120,20010828,2775.0,2555.0,2775,2555.0,2
4348,1034430,-0.9328358,-25,20010827,2830.0,2655.0,2655,2750.0,5
4349,996580,-1.8315018,-50,20010824,2750.0,2590.0,2680,2730.0,5
4350,1466060,-4.8780487,-140,20010823,2970.0,2730.0,2730,2950.0,5
4351,2300060,4.3636363,120,20010822,2950.0,2655.0,2870,2670.0,2
4352,1810550,-1.7857142,-50,20010821,2885.0,2620.0,2750,2850.0,5
4353,2328550,-2.2687609,-65,20010820,2940.0,2755.0,2800,2755.0,5
4354,1668910,-1.8835616,-55,20010817,3010.0,2800.0,2865,2990.0,5
4355,4834990,4.8473967,135,20010816,3045.0,2700.0,2920,2800.0,2
4356,4350290,13.2113821,325,20010814,2825.0,2500.0,2785,2500.0,2
4357,284090,0.0,0,20010813,2520.0,2355.0,2460,2460.0,3
4358,510900,-1.7964071,-45,20010810,2545.0,2460.0,2460,2530.0,5
4359,1090970,-5.6497175,-150,20010809,2635.0,2470.0,2505,2600.0,5
4360,1220770,4.9407114,125,20010808,2655.0,2560.0,2655,2560.0,2
4361,829440,3.9014373,95,20010807,2530.0,2395.0,2530,2400.0,2
4362,444780,-0.6122448,-15,20010806,2500.0,2390.0,2435,2425.0,5
4363,1081320,1.0309278,25,20010803,2570.0,2450.0,2450,2500.0,2
4364,1174450,-2.6104417,-65,20010802,2600.0,2380.0,2425,2490.0,5
4365,1328810,2.6804123,65,20010801,2540.0,2370.0,2490,2465.0,2
4366,856470,8.0178173,180,20010731,2490.0,2205.0,2425,2205.0,2
4367,408410,-4.059829,-95,20010730,2330.0,2240.0,2245,2300.0,5
4368,800680,6.3636363,140,20010727,2340.0,2250.0,2340,2250.0,2
4369,658330,0.456621,10,20010726,2340.0,2190.0,2200,2270.0,2
4370,701300,3.3018867,70,20010725,2215.0,2020.0,2190,2045.0,2
4371,796620,4.4334975,90,20010724,2150.0,1880.0,2120,1995.0,2
4372,493070,-7.0938215,-155,20010723,2185.0,1990.0,2030,2140.0,5
4373,720900,1.1574074,25,20010720,2230.0,2115.0,2185,2160.0,2
4374,1427580,4.6004842,95,20010719,2180.0,1975.0,2160,2010.0,2
4375,885240,-9.8253275,-225,20010718,2300.0,2055.0,2065,2300.0,5
4376,664140,-4.5833333,-110,20010716,2430.0,2230.0,2290,2380.0,5
4377,677730,-5.511811,-140,20010713,2630.0,2350.0,2400,2600.0,5
4378,675070,5.8333333,140,20010712,2540.0,2390.0,2540,2450.0,2
4379,676940,-3.2258064,-80,20010711,2460.0,2300.0,2400,2305.0,5
4380,768330,2.9045643,70,20010710,2540.0,2410.0,2480,2460.0,2
4381,1558030,-9.0566037,-240,20010709,2550.0,2350.0,2410,2550.0,5
4382,993200,-8.3044982,-240,20010706,2820.0,2650.0,2650,2800.0,5
4383,1008540,-3.6666666,-110,20010705,3040.0,2865.0,2890,3000.0,5
4384,947620,-1.9607843,-60,20010704,3130.0,2970.0,3000,3060.0,5
4385,1327120,-3.3175355,-105,20010703,3230.0,3040.0,3060,3180.0,5
4386,1613550,0.63593,20,20010702,3315.0,3070.0,3165,3070.0,2
4387,2093570,-0.7886435,-25,20010629,3250.0,3000.0,3145,3150.0,5
4388,900200,0.6349206,20,20010628,3280.0,3015.0,3170,3160.0,2
4389,721500,-7.079646,-240,20010627,3280.0,3080.0,3150,3120.0,5
4390,637100,-1.0218978,-35,20010626,3500.0,2930.0,3390,3500.0,5
4391,562560,1.6320474,55,20010625,3430.0,3325.0,3425,3325.0,2
4392,491710,-0.8823529,-30,20010622,3460.0,3340.0,3370,3400.0,5
4393,595090,-2.2988505,-80,20010621,3520.0,3400.0,3400,3410.0,5
4394,1444250,0.0,0,20010620,3580.0,3335.0,3480,3400.0,3
4395,1074410,-0.5714285,-20,20010619,3670.0,3350.0,3480,3500.0,5
4396,2804300,2.3391812,80,20010618,3730.0,3300.0,3500,3500.0,2
4397,1347140,-2.2857142,-80,20010615,3620.0,3320.0,3420,3500.0,5
4398,2138590,3.5502958,120,20010614,3570.0,3380.0,3500,3380.0,2
4399,2334140,4.0,130,20010613,3510.0,3230.0,3380,3310.0,2
4400,1378570,6.2091503,190,20010612,3320.0,3020.0,3250,3060.0,2
4401,308320,0.1636661,5,20010611,3075.0,2970.0,3060,3010.0,2
4402,946500,1.4950166,45,20010608,3120.0,2980.0,3055,3000.0,2
4403,1191600,0.3333333,10,20010607,3065.0,2915.0,3010,2915.0,2
4404,2479180,-13.0434782,-450,20010605,3590.0,2990.0,3000,3515.0,5
4405,6467560,15.0,450,20010604,3450.0,2980.0,3450,3005.0,2
4406,1679550,2.3890784,70,20010601,3170.0,2980.0,3000,3050.0,2
4407,1073430,1.7361111,50,20010531,2960.0,2730.0,2930,2830.0,2
4408,1078210,-2.0408163,-60,20010530,3040.0,2850.0,2880,2900.0,5
4409,1089850,6.7150635,185,20010529,3000.0,2800.0,2940,2800.0,2
4410,864840,-9.375,-285,20010528,3000.0,2745.0,2755,3000.0,5
4411,1165200,-1.9354838,-60,20010525,3225.0,3000.0,3040,3160.0,5
4412,1519490,3.3333333,100,20010524,3250.0,2890.0,3100,2950.0,2
4413,960270,5.4481546,155,20010523,3050.0,2830.0,3000,2860.0,2
4414,2295400,1.0657193,30,20010522,3060.0,2720.0,2845,2815.0,2
4415,1870220,14.8979591,365,20010521,2815.0,2495.0,2815,2525.0,2
4416,1383960,11.3636363,250,20010518,2470.0,2160.0,2450,2160.0,2
4417,312870,3.7735849,80,20010517,2240.0,2145.0,2200,2240.0,2
4418,317760,-5.3571428,-120,20010516,2290.0,2120.0,2120,2290.0,5
4419,473430,0.0,0,20010515,2350.0,2220.0,2240,2260.0,3
4420,350820,-0.4444444,-10,20010514,2280.0,2200.0,2240,2205.0,5
4421,553700,2.2727272,50,20010511,2280.0,2175.0,2250,2250.0,2
4422,449520,-3.5087719,-80,20010510,2280.0,2160.0,2200,2210.0,5
4423,555620,0.8849557,20,20010509,2350.0,2230.0,2280,2300.0,2
4424,834320,-7.3770491,-180,20010508,2490.0,2245.0,2260,2440.0,5
4425,1169540,10.9090909,240,20010507,2450.0,2210.0,2440,2220.0,2
4426,525300,2.3255813,50,20010504,2200.0,2050.0,2200,2050.0,2
4427,819400,-0.2320185,-5,20010503,2150.0,2020.0,2150,2100.0,5
4428,2125010,0.2325581,5,20010502,2330.0,2080.0,2155,2150.0,2
4429,1532300,14.3617021,270,20010430,2150.0,1880.0,2150,1950.0,2
4430,1259700,4.4444444,80,20010427,1900.0,1750.0,1880,1800.0,2
4431,2375700,11.8012422,190,20010426,1850.0,1700.0,1800,1700.0,2
4432,389000,0.0,0,20010425,1650.0,1605.0,1610,1650.0,3
4433,207370,0.0,0,20010424,1610.0,1525.0,1610,1525.0,3
4434,328610,2.5477707,40,20010423,1640.0,1570.0,1610,1580.0,2
4435,376740,-3.0864197,-50,20010420,1620.0,1560.0,1570,1600.0,5
4436,1236640,5.5374592,85,20010419,1670.0,1590.0,1620,1635.0,2
4437,1011690,9.6428571,135,20010418,1535.0,1400.0,1535,1420.0,2
4438,160980,0.0,0,20010417,1435.0,1375.0,1400,1380.0,3
4439,158160,-0.3558718,-5,20010416,1450.0,1400.0,1400,1450.0,5
4440,212440,-0.3546099,-5,20010413,1430.0,1380.0,1405,1430.0,5
4441,242940,1.4388489,20,20010412,1425.0,1390.0,1410,1410.0,2
4442,112250,2.9629629,40,20010411,1415.0,1370.0,1390,1370.0,2
4443,91170,-2.173913,-30,20010410,1405.0,1340.0,1350,1380.0,5
4444,86850,-2.8169014,-40,20010409,1420.0,1375.0,1380,1380.0,5
4445,108840,0.7092198,10,20010406,1490.0,1410.0,1420,1490.0,2
4446,142660,-4.0816326,-60,20010404,1465.0,1375.0,1410,1440.0,5
4447,287930,-1.3422818,-20,20010403,1500.0,1450.0,1470,1470.0,5
4448,325260,4.1958041,60,20010402,1490.0,1390.0,1490,1395.0,2
4449,139610,-2.3890784,-35,20010330,1480.0,1410.0,1430,1450.0,5
4450,204630,-0.6779661,-10,20010329,1470.0,1440.0,1465,1470.0,5
4451,326670,-1.3377926,-20,20010328,1510.0,1450.0,1475,1500.0,5
4452,361750,-0.3333333,-5,20010327,1540.0,1470.0,1495,1540.0,5
4453,842070,5.6338028,80,20010326,1540.0,1440.0,1500,1485.0,2
4454,586810,7.1698113,95,20010323,1420.0,1310.0,1420,1310.0,2
4455,183550,-3.2846715,-45,20010322,1380.0,1320.0,1325,1345.0,5
4456,318830,1.4814814,20,20010321,1405.0,1320.0,1370,1330.0,2
4457,611920,2.6615969,35,20010320,1430.0,1340.0,1350,1380.0,2
4458,155470,-0.3787878,-5,20010319,1335.0,1280.0,1315,1300.0,5
4459,235420,0.7633587,10,20010316,1360.0,1295.0,1320,1310.0,2
4460,362090,-3.6764705,-50,20010315,1320.0,1250.0,1310,1290.0,5
4461,308330,5.4263565,70,20010314,1390.0,1330.0,1360,1330.0,2
4462,269620,-6.8592057,-95,20010313,1360.0,1280.0,1290,1300.0,5
4463,209820,-4.4827586,-65,20010312,1420.0,1380.0,1385,1400.0,5
4464,711100,5.0724637,70,20010309,1520.0,1360.0,1450,1380.0,2
4465,262230,1.4705882,20,20010308,1385.0,1360.0,1380,1365.0,2
4466,310600,-0.3663003,-5,20010307,1385.0,1350.0,1360,1375.0,5
4467,304150,-0.7272727,-10,20010306,1430.0,1365.0,1365,1380.0,5
4468,268520,-3.8461538,-55,20010305,1400.0,1310.0,1375,1325.0,5
4469,303240,-6.5359477,-100,20010302,1510.0,1410.0,1430,1510.0,5
4470,142750,-0.9708737,-15,20010228,1540.0,1505.0,1530,1525.0,5
4471,497320,0.0,0,20010227,1595.0,1545.0,1545,1585.0,3
4472,437580,3.0,45,20010226,1575.0,1520.0,1545,1520.0,2
4473,200560,-0.6622516,-10,20010223,1535.0,1500.0,1500,1500.0,5
4474,351960,-1.9480519,-30,20010222,1530.0,1490.0,1510,1520.0,5
4475,449690,-3.144654,-50,20010221,1615.0,1540.0,1540,1610.0,5
4476,772600,4.262295,65,20010220,1650.0,1510.0,1590,1520.0,2
4477,367390,0.3289473,5,20010219,1535.0,1490.0,1525,1505.0,2
4478,516060,-2.2508038,-35,20010216,1575.0,1520.0,1520,1550.0,5
4479,555210,-3.1152647,-50,20010215,1625.0,1545.0,1555,1620.0,5
4480,458520,0.3125,5,20010214,1630.0,1590.0,1605,1600.0,2
4481,602430,0.0,0,20010213,1655.0,1600.0,1600,1630.0,3
4482,397920,0.3134796,5,20010212,1630.0,1570.0,1600,1600.0,2
4483,667000,3.5714285,55,20010209,1660.0,1505.0,1595,1505.0,2
4484,271100,2.3255813,35,20010208,1555.0,1475.0,1540,1475.0,2
4485,345320,-2.5889967,-40,20010207,1540.0,1495.0,1505,1510.0,5
4486,353670,2.3178807,35,20010206,1545.0,1470.0,1545,1470.0,2
4487,594310,-8.7613293,-145,20010205,1615.0,1500.0,1510,1600.0,5
4488,434030,-0.3012048,-5,20010202,1695.0,1650.0,1655,1660.0,5
4489,715260,-3.488372,-60,20010201,1715.0,1640.0,1660,1645.0,5
4490,1151650,3.9274924,65,20010131,1720.0,1590.0,1720,1660.0,2
4491,662190,-1.7804154,-30,20010130,1740.0,1650.0,1655,1740.0,5
4492,921360,-0.2958579,-5,20010129,1745.0,1650.0,1685,1700.0,5
4493,3109340,-1.744186,-30,20010126,1885.0,1670.0,1690,1830.0,5
4494,1978630,11.3268608,175,20010122,1745.0,1540.0,1720,1540.0,2
4495,623300,-0.9615384,-15,20010119,1630.0,1500.0,1545,1540.0,5
4496,913170,0.0,0,20010118,1640.0,1515.0,1560,1515.0,3
4497,1788040,-8.7719298,-150,20010117,1770.0,1510.0,1560,1690.0,5
4498,2042130,1.7857142,30,20010116,1820.0,1600.0,1710,1640.0,2
4499,1354910,0.5988023,10,20010115,1790.0,1610.0,1680,1790.0,2
4500,3534110,-8.2417582,-150,20010112,1940.0,1670.0,1670,1940.0,5
4501,2127330,10.9756097,180,20010111,1830.0,1515.0,1820,1640.0,2
4502,2024770,-9.3922651,-170,20010110,1835.0,1540.0,1640,1810.0,5
4503,3231830,2.840909,50,20010109,1900.0,1570.0,1810,1800.0,2
4504,4162680,8.9783281,145,20010108,1830.0,1620.0,1760,1650.0,2
4505,3372000,14.9466192,210,20010105,1615.0,1350.0,1615,1400.0,2
4506,1202780,8.076923,105,20010104,1450.0,1305.0,1405,1390.0,2
4507,486380,6.557377,80,20010103,1370.0,1150.0,1300,1210.0,2
4508,345440,14.0186915,150,20010102,1220.0,1100.0,1220,1100.0,2
4509,249210,4.9019607,50,20001226,1070.0,1015.0,1070,1050.0,2
4510,232150,2.0,20,20001222,1100.0,995.0,1020,1100.0,2
4511,269640,0.5025125,5,20001221,1000.0,940.0,1000,990.0,2
4512,395630,-9.9547511,-110,20001220,1115.0,975.0,995,1115.0,5
4513,322650,-6.3559322,-75,20001219,1190.0,1105.0,1105,1165.0,5
4514,179160,-2.8806584,-35,20001218,1210.0,1180.0,1180,1180.0,5
4515,206670,0.8298755,10,20001215,1220.0,1180.0,1215,1220.0,2
4516,318950,0.83682,10,20001214,1235.0,1150.0,1205,1170.0,2
4517,268080,-2.0491803,-25,20001213,1220.0,1120.0,1195,1120.0,5
4518,477000,-0.8130081,-10,20001212,1270.0,1190.0,1220,1250.0,5
4519,824350,10.3139013,115,20001211,1230.0,1135.0,1230,1170.0,2
4520,592410,-0.4464285,-5,20001208,1175.0,1115.0,1115,1125.0,5
4521,223670,-3.030303,-35,20001207,1145.0,1110.0,1120,1110.0,5
4522,703060,2.6666666,30,20001206,1235.0,1135.0,1155,1150.0,2
4523,509240,-1.7467248,-20,20001205,1150.0,1095.0,1125,1125.0,5
